ExptGroup,Expt,Strain,Media,Bact,Light,Temp,Rep,Bact.short,Growth.Rate,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,FSC.mean,FSC.stdev,REDF.mean,REDF.stdev,REDF.samedayaschl,chl.percell,TotC.perday,Base.Bact,Best.fit,Best.a,Best.g,Max.Rate.Scaled,Max.YellowF.Scaled,graz.rate.C,prop.C.phot,prop.C.het,Bact.short.2,Active.Chl,C.perOch,C.perOch.se,C.perOch.sd,N.perOch,N.perOch.se,N.perOch.sd,chl.to.C,P_I.perC,P_I.percell,attack.per.C,graz.per.C,Strain.Bact.Light,C.from.grazing,attack.per.C.scaled,C.from.grazing.perCperday,CUE,C.eff.phot,C.eff.phag,N.from.grazing.perCperday,N.from.grazing.perNperday,N.deficit,TotalNinOch.pgNpermL,TotalNinOch.molperL
Photoacc,3,1391,fswK,Rice,25,24,A,R,0.4453,0.481,263.634819,2.08799132,245.902595,5.17783219,4.08E-12,2.13732993,0.12226527,2.97E-08,115.051304,52.6078506,0.9091573,8712.08877,775.436857,7557.1387,645.407551,NA,0.34197674,96.6397105,33816666.7,TypeI,1.55E-06,1260.76697,56.7253171,4567.69522,126.076697,0.03901994,0.96098006,R,0.16449081,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,13.9950785,0.15268473,3.73092781,6.34E-08,51.5957099,1391.R.25,5.86125347,1.52237523,5.86125347,0.07404466,2.91646708,0.07597351,0.58032213,2.79813095,5.28369852,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,25,24,B,R,0.4521,0.467,244.840245,2.0605552,224.300248,6.06237103,3.82E-11,2.08112246,0.15866976,3.60E-07,107.778496,51.1146069,0.88335139,8767.60925,699.706982,7410.56222,592.594933,NA,0.33174693,119.535416,33816666.7,TypeI,1.97E-06,1597.88684,71.2371507,2850.30234,159.788684,0.0216858,0.97831421,R,0.15492582,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,13.5764332,0.14391313,3.51658938,8.06E-08,65.3920253,1391.R.25,7.42850977,1.93488981,7.42850977,0.05970348,3.14147839,0.06086012,0.73549602,3.5463307,6.84412895,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,25,24,C,R,0.4405,0.492,237.711859,1.92950838,218.50817,5.60617012,2.39E-11,1.9406536,0.1369752,1.85E-07,112.595143,47.7344806,0.82493679,8769.34491,856.209229,7439.18936,778.043811,NA,0.33374487,79.8749583,33816666.7,TypeI,1.29E-06,1047.09568,45.8057384,3276.14298,104.709568,0.03559817,0.96440183,R,0.16420248,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,13.6581968,0.13520579,3.30382104,5.28E-08,42.8514122,1391.R.25,4.8679045,1.26700906,4.8679045,0.08804523,3.25799661,0.09049068,0.48197074,2.32391148,4.27562198,1013566.67,7.23E-05
Photoacc,3,584,fswK,Xenic,50,24,A,X,0.415,0.484,260.374507,2.15357783,244.381314,4.2097012,6.73E-13,2.27749633,0.11094761,7.22E-09,107.302616,106.290945,1.83689672,8330.94801,456.408293,8933.14241,784.025667,NA,0.29035619,7.31854087,888095.238,TypeII,7.50E-07,15.9795767,0.69009657,74.4820639,1.59795767,0.7842945,0.2157055,X,0.1405324,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,19.8760656,0.43812336,6.40025205,5.13E-08,1.0938672,584.X.50,0.12426291,1.23217342,0.12426291,0.73792698,0.94722181,3.33969331,0.01230326,0.07722023,-0.8139271,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,50,24,B,X,0.4557,0.495,316.275813,2.18654806,297.577206,5.20774253,7.75E-13,2.1533192,0.09127205,2.11E-09,138.194656,103.201563,1.7835067,8317.50715,451.30723,9185.22812,790.056384,NA,0.30376611,8.4453468,888095.238,TypeI,1.19E-06,25.2601879,NA,75.5542002,2.52601879,0.70564683,0.29435317,X,0.15036422,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,20.7940291,0.44503548,6.50122667,8.15E-08,1.72916289,584.X.50,0.19643226,1.95504849,0.19643226,0.71040205,1.0239633,2.31988369,0.01944874,0.12206817,-0.7321304,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,50,24,C,X,0.4416,0.491,322.339685,2.15980003,306.507727,6.55621072,4.69E-12,2.0728768,0.10235761,8.13E-09,147.865867,99.8662543,1.72586664,8160.34145,425.343823,9114.49555,849.81872,NA,0.30000343,8.80604949,888095.238,TypeI,4.91E-07,10.4693652,0.98074268,76.774474,1.04693652,0.85368165,0.14631835,X,0.14730168,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,20.5364583,0.42531826,6.21319089,3.36E-08,0.71667075,584.X.50,0.08141353,0.80666286,0.08141353,0.87146694,1.03828131,5.42415979,0.00806075,0.05059251,-0.8854336,465500,3.32E-05
Photoacc,3,584,fswK,Rice,50,24,A,R,0.9258,0.469,457.984189,2.76854794,439.083921,8.57130096,2.07E-12,2.70648534,0.11341244,1.90E-09,162.233992,131.196426,2.26730776,8911.25757,669.910513,8841.67665,968.12184,NA,0.35135751,64.3368707,20157142.9,TypeI,8.52E-07,412.063344,16.3999315,1490.86456,41.2063344,0.17333008,0.82666992,R,0.16478667,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,16.7331692,0.45527093,9.55962732,4.06E-08,19.6242445,584.R.50,2.22930688,0.97382249,2.22930688,0.34485869,2.0335144,0.41528603,0.22072345,1.09987205,0.18802338,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,50,24,B,R,0.9001,0.472,448.560297,2.79544312,427.431844,9.1187156,4.58E-12,2.64079768,0.1211706,4.25E-09,161.857096,127.994138,2.21196653,9125.30651,685.902823,8624.34827,1053.07681,NA,0.34531282,75.9476856,20157142.9,TypeI,1.02E-06,493.262825,NA,1498.79006,49.3262825,0.15825685,0.84174315,R,0.16298765,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,16.4452949,0.4365173,9.16584485,4.86E-08,23.4913161,584.R.50,2.66860478,1.16584382,2.66860478,0.28987588,2.06200302,0.33729236,0.26421829,1.31660824,0.46273552,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,50,24,C,R,0.8816,0.487,435.369247,2.56690155,412.109523,10.653645,2.56E-11,2.36083778,0.12288609,1.29E-08,174.560712,114.916215,1.98595675,8988.04087,775.877406,8693.15479,1112.22392,NA,0.34722658,79.1743476,20157142.9,TypeI,1.09E-06,526.280095,23.723961,1469.49638,52.6280095,0.13248954,0.86751046,R,0.16909934,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,16.5364364,0.39408777,8.27492362,5.19E-08,25.0637418,584.R.50,2.84723175,1.24585271,2.84723175,0.271988,2.23706511,0.30963409,0.28190413,1.40473734,0.59339535,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,50,24,A,X,0.4807,0.514,144.277663,1.86112896,132.460097,2.22422261,5.35E-13,2.71503811,0.20905052,3.92E-07,48.7875645,102.237357,1.76684351,6446.70948,450.759226,4114.52146,464.080822,NA,0.18681191,11.0318983,485714.286,TypeII,4.47E-06,52.1602978,1.09123422,51.6300561,5.21602978,0.51198278,0.48801722,X,0.09602132,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,14.5440362,0.30836443,3.96080898,3.48E-07,4.06088269,1391.X.50,0.46131476,8.35216656,0.46131476,0.62454592,1.55886979,1.04202171,0.04567473,0.56652038,0.1785321,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,50,24,B,X,0.4778,0.497,161.893687,1.86883136,144.003276,3.80274281,3.10E-11,2.46010339,0.26422255,6.46E-06,58.535457,99.8300584,1.72524111,6323.39839,509.586428,4098.50273,328.195744,NA,0.18516211,15.2545577,485714.286,TypeII,7.14E-06,83.2007289,2.37522819,59.8777332,8.32007289,0.43207192,0.56792808,X,0.09202557,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,14.4155925,0.29844447,3.83339134,5.56E-07,6.47750136,1391.X.50,0.73584175,13.3410446,0.73584175,0.4619611,1.60096783,0.6493244,0.07285562,0.9036549,0.89128275,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,50,24,C,X,0.4493,0.511,157.237559,1.81234327,140.637262,3.87787048,4.56E-11,2.36566015,0.26263267,8.48E-06,59.4494784,96.5284878,1.66818409,6457.83866,393.094016,4137.38493,450.264511,NA,0.18916667,10.8520618,485714.286,TypeII,5.17E-06,60.254464,1.42735773,59.6214173,6.0254464,0.4244124,0.5755876,X,0.09666417,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,14.7273633,0.29481544,3.78677795,4.03E-07,4.69104511,1391.X.50,0.53290098,9.66011211,0.53290098,0.54281876,1.52400432,0.84312098,0.05276247,0.65443227,0.45655969,207114.286,1.48E-05
Photoacc,3,1391,fswK,Rice,50,24,A,R,0.5456,0.483,337.869465,2.3456328,312.956444,10.0608284,1.80E-10,2.10864828,0.15606148,2.79E-07,148.415668,101.616824,1.7561196,8529.38307,1006.77134,5903.69069,990.489042,NA,0.22657995,56.7756287,33816666.7,TypeI,5.11E-07,414.351065,42.7226988,4554.57756,41.4351065,0.11913667,0.88086333,R,0.10943812,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,9.27257261,0.19540496,4.77481784,2.09E-08,16.9569301,1391.R.50,1.92630096,0.50189274,1.92630096,0.25715157,2.79215025,0.28323715,0.19072287,0.91960574,0.68549439,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,50,24,B,R,0.5576,0.489,364.951864,2.3369383,336.081748,10.3752396,1.25E-10,2.13649021,0.1451907,1.33E-07,157.305541,103.366675,1.78636014,8459.63973,1161.83441,6413.85789,1436.77323,NA,0.26218534,61.9247511,33816666.7,TypeI,5.66E-07,459.680325,23.2999543,2676.52887,45.9680325,0.10087409,0.89912591,R,0.12820863,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,10.7296899,0.23000508,5.62028922,2.32E-08,18.8119877,1391.R.50,2.13703481,0.5559125,2.13703481,0.23556848,2.42429424,0.26092228,0.2115876,1.02020895,0.82964302,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,50,24,C,R,0.5426,0.48,352.359683,2.34392884,327.491585,9.84524253,9.88E-11,2.12823426,0.14330666,1.23E-07,153.879482,102.818431,1.7768855,8486.064,1188.33012,5866.72464,1278.98094,NA,0.22400003,103.87361,33816666.7,TypeI,5.39E-07,437,61.5188873,2387.99966,43.7,0.08884013,0.91115987,R,0.10752001,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,9.16699179,0.19546434,4.77626883,2.21E-08,17.8838166,1391.R.50,2.03159492,0.52939371,2.03159492,0.24363968,2.77595395,0.2670808,0.20114801,0.96987251,0.78745394,1013566.67,7.23E-05
Photoacc,3,584,fswK,Xenic,75,24,A,X,0.5015,0.483,359.597175,2.51622913,341.312257,6.12306685,9.68E-13,2.46409997,0.10689819,2.59E-09,138.513965,168.640196,2.91440277,8116.9821,443.788712,8711.48575,1064.32044,NA,0.27856498,12.6089969,888095.238,TypeII,1.34E-06,28.4776537,0.93040598,74.5839201,2.84776537,0.79183852,0.20816148,X,0.13454688,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,19.0689088,0.66689377,9.74220645,9.17E-08,1.94941155,584.X.75,0.22145243,2.20148317,0.22145243,0.56453216,0.75199383,2.26459473,0.02192598,0.13761636,-0.7255905,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,75,24,B,X,0.5033,0.479,362.300985,2.41249778,343.779594,7.08802114,3.38E-12,2.32277325,0.11048092,5.84E-09,148.003941,160.683898,2.77690378,8070.57941,393.772221,9198.32095,916.61393,NA,0.30446259,12.561013,888095.238,TypeII,1.67E-06,35.4948163,NA,73.6671935,3.54948163,0.73992575,0.26007425,X,0.14583758,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,20.8417062,0.69450495,10.1455599,1.14E-07,2.42976495,584.X.75,0.2760204,2.74363948,0.2760204,0.51858512,0.72468886,1.82341598,0.02732875,0.17152632,-0.6591967,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,75,24,C,X,0.4988,0.495,353.700653,2.26489212,338.869263,6.91365027,3.07E-12,2.14826549,0.09626907,3.45E-09,157.740868,149.984555,2.59200007,7973.78343,469.555482,8944.69474,993.495464,NA,0.29097073,12.7964205,888095.238,TypeII,1.92E-06,40.820331,0.72363575,74.5048941,4.0820331,0.70639294,0.29360706,X,0.14403051,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,19.9181331,0.61953363,9.05035378,1.31E-07,2.79431815,584.X.75,0.3174335,3.15436395,0.3174335,0.53235592,0.80512175,1.57135272,0.03142906,0.19726152,-0.6045278,465500,3.32E-05
Photoacc,3,584,fswK,Rice,75,24,A,R,0.9427,0.468,489.030029,2.79062286,469.341157,11.6044012,1.72E-11,2.56183829,0.12182892,5.83E-09,183.204833,182.078221,3.14663576,9093.12116,575.41972,7544.41692,1752.53369,NA,0.31527602,79.3381725,20157142.9,TypeI,1.03E-06,496.113162,18.899656,1353.60797,49.6113162,0.20559255,0.79440745,R,0.14754918,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,15.0148123,0.56695374,11.9047057,4.91E-08,23.6270615,584.R.75,2.6840254,1.17727367,2.6840254,0.28997418,1.66274588,0.35122618,0.26574509,1.32421631,0.40470596,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,75,24,B,R,0.9846,0.485,465.326159,2.58900787,447.493326,11.2672612,2.02E-11,2.35435989,0.10989271,4.95E-09,190.07006,167.949445,2.90246535,9208.74707,499.922029,8468.85688,958.008435,NA,0.34098804,60.4327161,20157142.9,TypeI,7.53E-07,364.42431,NA,1520.56632,36.442431,0.24124698,0.75875302,R,0.1653792,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,16.2393302,0.56560912,11.8764718,3.59E-08,17.3554669,584.R.75,1.97157459,0.86066706,1.97157459,0.38806808,1.74077815,0.49939779,0.19520541,0.9727148,-0.0120711,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,75,24,C,R,0.9964,0.488,462.70017,2.55080772,443.747318,12.3780424,5.06E-11,2.28011493,0.11504086,9.83E-09,194.616207,163.017341,2.81722982,8996.16118,580.423275,7687.20127,1443.00785,NA,0.31924737,47.1883571,20157142.9,TypeI,5.55E-07,268.584786,20.7819405,1555.62206,26.8584786,0.29408399,0.70591601,R,0.15579272,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,15.2039451,0.51399609,10.7927186,2.64E-08,12.7911729,584.R.75,1.45307249,0.6343562,1.45307249,0.50654055,1.93853614,0.6857194,0.14386856,0.71690167,-0.2805082,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,75,24,A,X,0.5523,0.504,203.889526,2.195193,189.023231,2.92959081,2.60E-13,2.68673075,0.15056569,2.48E-08,70.3543632,148.943042,2.57400088,6451.91975,371.629807,3945.57081,576.983081,NA,0.16941131,7.76214445,485714.286,TypeII,3.15E-06,36.7277125,2.20276599,57.3100604,3.67277125,0.46118661,0.53881339,X,0.0853833,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,13.1893318,0.40739222,5.23277845,2.45E-07,2.85939571,1391.X.75,0.32482629,5.88575496,0.32482629,0.75428304,1.355696,1.70029341,0.03216102,0.39890489,-0.2777388,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,75,24,B,X,0.575,0.504,214.542524,2.187152,188.660917,5.07166628,3.64E-11,2.62942076,0.25249248,2.55E-06,71.7499915,147.150029,2.54301443,6288.01391,520.324638,3810.99384,382.338719,NA,0.15555094,8.77334361,485714.286,TypeII,3.18E-06,37.0458624,1.98049232,71.5043976,3.70458624,0.52659784,0.47340216,X,0.07839767,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,12.1102474,0.36955841,4.74681935,2.48E-07,2.88416493,1391.X.75,0.32764006,5.94180977,0.32764006,0.82472929,1.55591103,1.75497463,0.03243961,0.40236036,-0.3002429,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,75,24,C,X,0.4574,0.506,221.352671,2.28810963,201.704135,5.00522095,1.78E-11,2.68742886,0.23173002,1.03E-06,75.0546883,153.554932,2.65370256,6504.30176,424.403282,3844.0321,383.884826,NA,0.15895362,10.1826798,485714.286,TypeII,4.23E-06,49.2730049,2.13680753,65.2953879,4.92730049,0.44889952,0.55110048,X,0.08043053,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,12.3751595,0.39407991,5.06178753,3.29E-07,3.83609568,1391.X.75,0.43577904,7.90372809,0.43577904,0.551178,1.1606783,1.04961449,0.04314644,0.53516108,0.17000674,207114.286,1.48E-05
Photoacc,3,1391,fswK,Rice,75,24,A,R,0.5778,0.484,366.052093,2.27764436,337.766538,11.3123717,2.59E-10,2.03702818,0.14377566,1.85E-07,165.813385,143.145683,2.47381221,8656.65486,787.867462,5714.78595,964.4086,NA,0.21339598,36.7312247,33816666.7,TypeI,2.86E-07,232.233504,81.5805324,2476.89682,23.2233504,0.21558119,0.78441881,R,0.10328366,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,8.73303116,0.25924655,6.33481906,1.17E-08,9.5039391,1391.R.75,1.07964395,0.28090278,1.07964395,0.43155135,2.22876641,0.53517644,0.10689544,0.51541623,-0.1079678,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,75,24,B,R,0.6028,0.48,369.270339,2.26700498,340.428333,12.3899751,5.44E-10,2.01679441,0.15231492,3.32E-07,168.796746,142.033509,2.45459185,8727.22762,892.766201,5652.10728,1043.68044,NA,0.20902154,131.59929,33816666.7,TypeI,1.18E-06,960.495782,40.6351756,2188.44116,96.0495782,0.05949548,0.94050452,R,0.10033034,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,8.55401109,0.25195927,6.15675076,4.83E-08,39.3073922,1391.R.75,4.46530514,1.15896953,4.46530514,0.12778593,2.39245017,0.13499637,0.44210942,2.13171271,2.53635154,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,75,24,C,R,0.6191,0.474,1693.42412,3.62228932,339.097436,11.8511734,4.02E-10,2.0269113,0.14804529,2.59E-07,167.305065,142.589596,2.46420203,8176.2329,1147.71075,5491.17951,1395.07877,NA,0.19779013,61.6452807,33816666.7,TypeI,5.26E-07,427.126046,22.9680612,2496.59789,42.7126046,0.1200162,0.8799838,R,0.09375252,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,8.09437621,0.23935414,5.84873807,2.15E-08,17.4797342,1391.R.75,1.98569131,0.5166254,1.98569131,0.27824151,2.58654394,0.31178059,0.1966031,0.94795838,0.53118781,1013566.67,7.23E-05
Photoacc,3,584,fswK,Xenic,100,24,A,X,0.5239,0.448,546.189581,2.98024588,525.52363,12.779887,1.48E-11,2.72717512,0.12121084,3.21E-09,192.698894,250.614251,4.33106035,8265.60387,1186.93003,7528.66473,1296.58816,NA,0.2156438,15.7994153,888095.238,TypeII,1.64E-06,34.9494505,0.9564074,80.9040513,3.49494505,0.78327003,0.21672997,X,0.09660842,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,14.7616973,0.76720562,11.2075955,1.12E-07,2.39243244,584.X.100,0.27177944,2.69435254,0.27177944,0.50424209,0.68286778,1.92766608,0.02690886,0.16889088,-0.6776276,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,100,24,B,X,0.5033,0.448,523.714757,2.77033466,506.975265,15.237237,9.86E-11,2.4471832,0.12421057,1.04E-08,207.166862,227.33049,3.92867551,8223.84951,1349.2778,7572.51342,1302.60939,NA,0.21797636,14.6573585,888095.238,TypeII,1.46E-06,31.165323,NA,79.1377681,3.1165323,0.79170225,0.20829775,X,0.09765341,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,14.9213711,0.7034547,10.2763008,9.99E-08,2.13339347,584.X.100,0.24235271,2.39863092,0.24235271,0.53213793,0.71546895,2.07672532,0.02399532,0.15060434,-0.7007663,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,100,24,C,X,0.5011,0.452,526.774856,2.74318295,508.926563,15.4851575,1.10E-10,2.41536042,0.12171605,9.73E-09,210.704191,224.898581,3.8866478,8138.92197,568.274743,7386.43964,1055.60991,NA,0.20807801,14.7630728,888095.238,TypeII,1.49E-06,31.658026,1.03955713,88.6673507,3.1658026,0.79049105,0.20950895,X,0.09405126,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,14.2437884,0.66432707,9.70471122,1.02E-07,2.16712101,584.X.100,0.24618414,2.44791786,0.24618414,0.55035017,0.75429713,2.03546824,0.02437467,0.15298529,-0.6947011,465500,3.32E-05
Photoacc,3,584,fswK,Rice,100,24,A,R,0.9531,0.444,543.687603,2.78374204,531.538213,14.9396153,5.41E-11,2.48312975,0.1134636,4.10E-09,214.059782,231.698124,4.004156,9137.16934,524.106968,7034.08242,1197.32194,NA,0.30108177,64.2920809,20157142.9,TypeI,1.34E-06,648.945105,29.0242445,1685.67869,64.8945105,0.19135252,0.80864748,R,0.13368031,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,14.3388205,0.68897849,14.4669407,6.38E-08,30.9055818,584.R.100,3.51086261,1.53159875,3.51086261,0.22693716,1.38335233,0.27147175,0.34761016,1.73215257,0.81738807,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,100,24,B,R,0.9792,0.472,493.776899,2.52032198,479.558149,14.0138378,7.67E-11,2.24034651,0.10643731,5.78E-09,214.055347,209.043714,3.61264747,9153.78146,569.539209,7030.4367,1244.3406,NA,0.30098037,41.7132725,20157142.9,TypeI,9.15E-07,442.747403,NA,1620.86111,44.2747403,0.25792234,0.74207766,R,0.14206274,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,14.3339914,0.62140389,13.0480318,4.36E-08,21.0855525,584.R.100,2.39531093,1.04583049,2.39531093,0.3245915,1.57578671,0.4087987,0.2371595,1.18177338,0.20687641,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,100,24,C,R,0.9759,0.467,499.328475,2.56060728,485.889962,14.9893709,1.24E-10,2.26024404,0.1127872,8.92E-09,214.972346,211.018841,3.64678119,9263.4287,614.375817,6935.88158,1190.43504,NA,0.29835045,48.466686,20157142.9,TypeI,9.05E-07,437.719715,17.9232296,1723.79992,43.7719715,0.26101309,0.73898691,R,0.13932966,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,14.2087432,0.62179413,13.0562259,4.31E-08,20.8461122,584.R.100,2.3681106,1.03440065,2.3681106,0.32639836,1.56949053,0.41210069,0.2344664,1.16835357,0.19720624,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,100,24,A,X,0.5759,0.503,224.194183,2.44737056,218.565041,1.60194051,3.10E-16,2.99199306,0.07747169,2.60E-11,73.0499825,191.997834,3.31806432,6524.82998,880.204559,3985.28872,1297.04841,NA,0.17350195,12.7328518,485714.286,TypeII,5.02E-06,58.465019,1.04754013,62.2491532,5.8465019,0.5035454,0.4964546,X,0.08727148,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,13.5078037,0.53783714,6.90828752,3.91E-07,4.55172983,1391.X.100,0.51707482,9.37983806,0.51707482,0.54592234,1.07077024,1.11376532,0.05119553,0.63499685,0.10261652,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,100,24,B,X,0.658,0.505,218.766757,2.30217579,209.03089,2.51670208,2.69E-14,2.7290783,0.11278191,1.68E-09,76.593951,180.425913,3.11808094,6365.07123,934.338181,3838.95019,1195.48879,NA,0.15843022,9.69343778,485714.286,TypeII,4.28E-06,49.8998708,1.37231163,66.9128177,4.98998708,0.43680302,0.56319698,X,0.08000726,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,12.3344111,0.4615163,5.92797914,3.33E-07,3.88489963,1391.X.100,0.44132315,7.99715277,0.44132315,0.72881174,1.42573511,1.49097095,0.04369536,0.54196956,-0.176338,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,100,24,C,X,0.514,0.499,208.500063,2.12933321,184.395322,4.64329828,2.03E-11,2.54285289,0.2272356,1.39E-06,72.5151356,162.402894,2.80661109,6518.92233,752.136654,3887.71902,1146.50235,NA,0.16345303,9.55614812,485714.286,TypeII,4.28E-06,49.8852328,1.51039848,66.0728168,4.98852328,0.42787813,0.57212187,X,0.08156306,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,12.7254563,0.42858488,5.50498911,3.33E-07,3.88376,1391.X.100,0.44119369,7.99715277,0.44119369,0.590955,1.19929569,1.16502119,0.04368254,0.54181058,0.05410618,207114.286,1.48E-05
Photoacc,3,1391,fswK,Rice,100,24,A,R,0.6206,0.456,386.70954,2.4921352,356.206393,12.0952498,2.93E-10,2.20739944,0.16161257,2.54E-07,161.36925,196.240105,3.39137833,8635.15705,836.035707,4782.02472,1329.57364,NA,0.14829708,72.3080409,33816666.7,TypeI,1.04E-06,846.363397,42.3028965,3112.31343,84.6363397,0.07319751,0.92680249,R,0.06762347,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,6.06891932,0.24698402,6.03517796,4.26E-08,34.636631,1391.R.100,3.93470841,1.02146467,3.93470841,0.14840881,2.5127132,0.15772452,0.38957509,1.87840868,2.02676229,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,100,24,B,R,0.5905,0.472,385.981856,2.49427731,356.041196,10.3325461,7.21E-11,2.29151248,0.14783216,8.48E-08,155.373885,202.000591,3.49092977,8582.73399,969.822609,4822.07491,1301.22522,NA,0.15109225,72.6963178,33816666.7,TypeI,2.75E-07,223,390.621515,2779.9579,22.3,0.24469752,0.75530248,R,0.07131554,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,6.18330892,0.25902597,6.32942899,1.13E-08,9.12606658,1391.R.100,1.03671777,0.27009883,1.03671777,0.45572283,2.27969423,0.56958607,0.10264532,0.4949235,-0.1618569,1013566.67,7.23E-05
