ExptGroup,Expt,Strain,Media,Bact,Light,Temp,Rep,Bact.short,Growth.Rate,Fv.Fm,P.est,a.est,Pmax,Pmax.err,Pmax.p,a,a.err,a.p,Ek,P_I,P_I.C,FSC.mean,FSC.stdev,REDF.mean,REDF.stdev,REDF.samedayaschl,chl.percell,TotC.perday,Base.Bact,Best.fit,Best.a,Best.g,Max.Rate.Scaled,Max.YellowF.Scaled,graz.rate.C,prop.C.phot,prop.C.het,Bact.short.2,Active.Chl,C.perOch,C.perOch.se,C.perOch.sd,N.perOch,N.perOch.se,N.perOch.sd,chl.to.C,P_I.perC,P_I.percell,attack.per.C,graz.per.C,Strain.Bact.Light,C.from.grazing,attack.per.C.scaled,C.from.grazing.perCperday,CUE,C.eff.phot,C.eff.phag,N.from.grazing.perCperday,N.from.grazing.perNperday,N.deficit,TotalNinOch.pgNpermL,TotalNinOch.molperL
Photoacc,2,1148,fswK,Rice,150,24,C,R,0.57231,0.5055,444.773834,2.39219059,432.039656,15.49141,1.16E-09,2.00824312,0.11399246,4.48E-08,216.410228,260.094812,4.49490132,9210.53407,173.448657,8509.93418,565.435817,NA,0.28859495,24.5989002,18053333.3,TypeI,7.55E-07,327.289306,13.5034624,1839.3984,32.7289306,0.32434885,0.67565115,R,0.14588475,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,5.5374083,0.29868125,15.5664701,1.45E-08,6.27985518,1148.R.150,0.71338921,0.34767704,0.71338921,0.56548434,1.91612298,0.80224089,0.0706326,0.4932247,-0.1381861,1492700,0.00010655
Photoacc,2,1150,fswK,Xenic,150,24,A,X,0.57609,0.474,580.519113,2.5762113,579.620778,13.6373234,0,2.4128739,0.07980303,2.32E-10,240.220087,321.227635,5.55138531,7842.40455,842.078712,5416.57374,975.598788,NA,0.06018803,9.54045499,487142.857,TypeII,1.71E-06,19.9704823,0.47128416,58.4393343,1.99704823,0.76946512,0.23053488,X,0.02852912,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,4.1193639,0.27441812,4.00952308,1.17E-07,1.36681146,1150.X.150,0.15526927,2.80884265,0.15526927,1.34071889,2.09931476,3.71026402,0.0153732,0.13052848,-0.7734235,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,150,24,B,X,0.58725,0.463,517.745372,2.50967564,518.521356,11.6950817,0,2.35539699,0.08350534,4.30E-10,220.14181,307.179902,5.30861548,8034.15609,345.694708,5359.64989,1004.46571,NA,0.05708068,10.320624,487142.857,TypeII,1.70E-06,19.8318471,0.46553691,57.0028252,1.98318471,0.79012401,0.209876,X,0.02642835,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,3.90669194,0.2488695,3.63623232,1.16E-07,1.35732305,1150.X.150,0.15419139,2.79241667,0.15419139,1.45697586,2.35967039,3.80857831,0.01526647,0.12962235,-0.7792723,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,150,24,C,X,0.6267,0.492,502.590553,2.46263737,487.636486,12.536669,0,2.26758928,0.09426094,1.77E-09,215.046212,293.944408,5.07988259,8030.16517,420.241956,5392.82968,990.63175,NA,0.05889189,7.95473373,487142.857,TypeII,1.40E-06,16.3845057,0.63284091,62.0118838,1.63845057,0.77156872,0.22843128,X,0.02897481,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,4.03065423,0.245703,3.58996658,9.58E-08,1.12138154,1150.X.150,0.12738853,2.29963726,0.12738853,1.67974867,2.55064037,4.91959533,0.01261273,0.10709028,-0.8291203,344166.667,2.46E-05
Photoacc,2,1150,fswK,Rice,150,24,A,R,0.82678,0.4565,733.928588,3.0986898,753.578618,18.3121,0,2.87584923,0.09120379,6.12E-10,262.939051,389.605303,6.73307313,9288.885,614.729073,7063.53256,689.185249,NA,0.23729616,36.0598342,13516666.7,TypeI,8.89E-07,288.36274,11.8110122,1263.52752,28.836274,0.37100694,0.62899306,R,0.1083257,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,7.41674125,0.59924953,19.1727891,2.78E-08,9.01283778,1150.R.150,1.02385502,0.66686114,1.02385502,0.50938185,1.37969235,0.80751667,0.10137178,0.77694489,-0.0602761,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,150,24,B,R,0.8607,0.4985,627.30862,2.73472049,635.533448,16.5220427,1.15E-10,2.53167625,0.09177079,1.80E-09,250.843939,340.130525,5.8780609,9109.89575,666.022497,6320.88038,748.478309,NA,0.21627344,31.6856931,13516666.7,TypeII,6.73E-07,218.234035,11.472779,1265.49677,21.8234035,0.4142704,0.5857296,R,0.10781231,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,6.75967155,0.47680513,15.2552213,2.10E-08,6.82095042,1150.R.150,0.77485743,0.50483414,0.77485743,0.6876454,1.80513996,1.11078498,0.07671856,0.58799489,-0.3168411,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,150,24,C,R,0.81753,0.492,633.984221,2.75342662,643.790068,18.8681939,2.53E-10,2.50832519,0.09938228,2.99E-09,256.433685,338.462705,5.849238,9062.98838,597.718892,6251.11346,649.016388,NA,0.2142985,29.9714918,13516666.7,TypeI,7.18E-07,232.782046,9.36118095,1288.54154,23.2782046,0.38532309,0.61467691,R,0.10543486,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,6.69794451,0.47013446,15.0417953,2.24E-08,7.27565156,1150.R.150,0.82651131,0.53858976,0.82651131,0.63049602,1.73892806,0.98913347,0.0818328,0.62719206,-0.2328207,834900,5.96E-05
Photoacc,2,1148,fswK,Xenic,15,24,A,X,0.2247,0.561,350.31702,2.42475968,340.41691,7.00536263,3.56E-11,2.30479852,0.11795401,4.89E-08,147.699206,34.4536079,0.59541967,7684.38771,425.8019,9542.60569,2634.30444,NA,0.37414181,6.22285568,1157916.67,TypeII,1.75E-06,48.5680848,2.22369869,787.778739,4.85680848,0.44961367,0.55038634,X,0.20989356,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,17.3524432,0.12398383,2.67325673,8.12E-08,2.2525548,1148.X.15,0.25588939,1.94793148,0.25588939,0.59151314,1.81233308,0.87811379,0.02533558,0.39276377,0.74794737,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,15,24,B,X,0.19654,0.561,342.757248,2.37243384,333.07078,6.85418827,3.56E-11,2.25506141,0.11540858,4.89E-08,147.699206,33.7101057,0.58257063,7755.66314,332.563197,10510.4314,1871.04722,NA,0.44147321,12.0593756,1157916.67,TypeII,4.77E-06,132.534958,NA,271.57031,13.2534958,0.27913295,0.72086705,X,0.24766647,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,20.4752278,0.1431392,3.08627192,2.21E-07,6.14688134,1148.X.15,0.69828344,5.30950467,0.69828344,0.2335806,1.37306905,0.28146164,0.06913697,1.07179293,4.45330687,278166.667,1.99E-05
Photoacc,2,1148,fswK,Xenic,15,24,C,X,0.13101,0.549,352.581289,2.44043208,342.61719,7.05064168,3.56E-11,2.31969554,0.1187164,4.89E-08,147.699206,34.6762982,0.59926816,7479.97368,170.754784,9513.86081,1452.99234,NA,0.37214204,7.8056736,1157916.67,TypeI,2.75E-06,76.3546396,8.40983698,130.076286,7.63546396,0.35197721,0.64802279,X,0.20430598,21.5613333,1.77988482,4.35980961,1.39083333,0.27868051,0.68262506,17.259695,0.12411823,2.67615447,1.28E-07,3.54127634,1148.X.15,0.40228768,3.06103519,0.40228768,0.24887639,1.05552587,0.32566247,0.03983046,0.61747002,3.71315183,278166.667,1.99E-05
Photoacc,2,1148,fswK,Rice,15,24,A,R,0.4696,0.45,232.065158,1.8729912,210.489326,6.05887479,6.70E-11,1.96361948,0.15993553,6.34E-07,107.19456,27.3354262,0.47240482,8798.95153,444.152821,11923.7037,1317.32702,NA,0.3742218,143.28598,18053333.3,TypeI,9.05E-07,392.266899,NA,5430.93902,39.2266899,0.08543858,0.91456142,R,0.16839981,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,7.18037112,0.0407045,2.12141017,1.74E-08,7.52661109,1148.R.15,0.85502022,0.41675194,0.85502022,0.52426821,11.536807,0.54922678,0.08465547,0.59114587,0.25882852,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,15,24,B,R,0.52173,0.55,232.318082,1.79135341,207.770298,7.39205107,4.44E-10,1.74663099,0.16553039,2.28E-06,118.954891,24.3405544,0.42064811,9052.66512,635.076547,10313.9304,979.164666,NA,0.3338442,181.67494,18053333.3,TypeI,1.16E-06,502.090292,21.786532,2667.5341,50.2090292,0.05576436,0.94423564,R,0.18361431,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.40562705,0.03233418,1.68517117,2.23E-08,9.63384464,1148.R.15,1.09440117,0.53417929,1.09440117,0.46304574,16.1355575,0.47672646,0.10835655,0.75664963,0.4502705,1492700,0.00010655
Photoacc,2,1148,fswK,Rice,15,24,C,R,0.54347,0.542,222.446016,1.58901317,205.779476,5.17181564,1.99E-11,1.65662074,0.10803891,9.32E-08,124.216407,23.0949831,0.39912242,9097.87832,531.860054,10667.2109,856.502762,NA,0.34270546,181.41766,18053333.3,TypeI,1.16E-06,501.609288,22.2805748,10622.0895,50.1609288,0.05428016,0.94571984,R,0.18574636,52.1173333,4.5739809,11.2039193,7.4635,0.92088837,2.25570661,6.57565219,0.03149388,1.64137716,2.23E-08,9.62461538,1148.R.15,1.09335273,0.53417929,1.09335273,0.48315032,17.2563673,0.4970674,0.10825275,0.75592476,0.39092269,1492700,0.00010655
Photoacc,2,1150,fswK,Xenic,15,24,A,X,0.24242,0.48,365.893722,2.17609124,342.375107,10.5447193,1.23E-10,1.95171766,0.12048479,5.78E-08,175.422457,29.2046221,0.50470785,7695.78317,423.926536,10866.2913,1212.53391,NA,0.35767643,4.44566601,487142.857,TypeII,1.64E-06,19.2155199,1.12328976,1870.69153,1.92155199,0.60212344,0.39787656,X,0.17168469,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,24.4799416,0.14826263,2.16626522,1.12E-07,1.31514064,1150.X.15,0.14939949,2.69386079,0.14939949,0.81441335,1.63507154,1.62262939,0.01479203,0.12559399,-0.4819157,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,15,24,B,X,0.25243,0.491,335.623249,1.99606271,314.050335,9.67235217,1.23E-10,1.7902516,0.11051705,5.78E-08,175.422458,26.7885169,0.46295326,7551.57015,563.030575,10879.38,1593.55048,NA,0.35839091,6.15138877,487142.857,TypeII,3.23E-06,37.8040642,1.97230543,390.129676,3.78040642,0.45178821,0.54821179,X,0.17596994,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,24.5288417,0.13626849,1.99101884,2.21E-07,2.58737008,1150.X.15,0.29392428,5.30559168,0.29392428,0.58678346,1.85244592,0.85882664,0.02910141,0.24709003,-0.0211543,344166.667,2.46E-05
Photoacc,2,1150,fswK,Xenic,15,24,C,X,0.2334,0.518,321.118334,1.90979717,300.477755,9.25433386,1.23E-10,1.71288078,0.10574074,5.78E-08,175.422457,25.6307748,0.44294541,7816.17095,558.263312,10858.3222,1797.99314,NA,0.35724141,6.52846336,487142.857,TypeII,3.81E-06,44.5323438,0.80262173,73.9506503,4.45323438,0.36869069,0.63130931,X,0.18505105,14.611,1.05714802,2.58947323,1.72083333,0.22978634,0.56285928,24.4501684,0.12996108,1.89886133,2.61E-07,3.0478642,1150.X.15,0.34623624,6.25829854,0.34623624,0.49013296,1.7959223,0.67410621,0.03428082,0.29106654,0.24707171,344166.667,2.46E-05
Photoacc,2,1150,fswK,Rice,15,24,A,R,0.43963,0.517,419.013479,2.15974377,403.026144,10.7933911,3.51E-11,2.02437351,0.09570285,5.54E-09,199.08685,28.2946051,0.48898114,9862.08311,946.798087,14312.689,1358.1077,NA,0.44250263,29.4196852,13516666.7,TypeI,9.30E-07,301.810765,12.9999279,2258.38949,30.1810765,0.1116946,0.8883054,R,0.22877386,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,13.8305122,0.08115432,2.59650528,2.91E-08,9.43315861,1150.R.15,1.07160331,0.69761627,1.07160331,0.38137245,5.41721037,0.41025442,0.10609934,0.81317833,0.84968799,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,15,24,B,R,0.37359,0.53,364.799257,1.86629696,350.590121,13.139462,7.06E-10,1.64084111,0.10019484,5.25E-08,213.664881,22.9389572,0.39642601,8970.81453,709.404811,14384.1269,841.1393,NA,0.44452487,19.412094,13516666.7,TypeI,5.82E-07,188.948357,8.01334349,81966.8758,18.8948357,0.15135968,0.84864032,R,0.23559818,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,13.8937177,0.06609397,2.11465464,1.82E-08,5.90562041,1150.R.15,0.67087628,0.43657276,0.67087628,0.50692684,5.65240645,0.55686869,0.06642339,0.50908956,0.36269589,834900,5.96E-05
Photoacc,2,1150,fswK,Rice,15,24,C,R,0.44485,0.533,394.63125,1.97791385,383.394509,10.9780185,6.39E-11,1.84485899,0.08889096,6.55E-09,207.817785,25.7890251,0.44568026,9473.49419,839.250324,15006.9681,756.752436,NA,0.46215603,23.1584181,13516666.7,TypeI,6.94E-07,225.256501,NA,5376601.27,22.5256501,0.15186664,0.84813336,R,0.24632916,31.9946667,2.35804714,5.77601228,4.1745,0.18622222,0.45614943,14.4447834,0.07725306,2.47168582,2.17E-08,7.04043907,1150.R.15,0.79979126,0.52058676,0.79979126,0.50721496,5.75834815,0.55620763,0.07918725,0.60691575,0.36431549,834900,5.96E-05
Photoacc,3,584,fswK,Xenic,15,24,A,X,0.2872,0.512,307.935422,2.1929791,285.522641,7.73569051,3.90E-11,2.09221495,0.13846541,1.06E-07,136.469076,31.2574485,0.54018435,7826.83449,439.120094,13907.5874,1168.36024,NA,0.55497607,26.3955703,888095.238,TypeI,1.22E-07,2.5913107,5.12585327,76.4037728,0.25913107,0.9420461,0.0579539,X,0.28414775,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,37.9903755,0.24626168,3.59747264,8.35E-09,0.17738579,584.X.15,0.02015096,0.20043354,0.02015096,1.07802695,1.16623912,14.2524231,0.00199514,0.01252234,-0.9563986,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,15,24,B,X,0.2956,0.514,294.496934,2.11706179,272.62063,7.38739975,3.90E-11,2.02130652,0.13485176,1.14E-07,134.873473,30.195207,0.52182692,7671.92711,338.466971,13802.2516,1678.02768,NA,0.54937264,17.7775512,888095.238,TypeI,9.19E-08,1.95803213,3.76096008,75.4608246,0.19580321,0.95815258,0.04184742,X,0.28237754,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,37.606798,0.23549088,3.44012923,6.29E-09,0.13403529,584.X.15,0.01522636,0.15098232,0.01522636,1.17901747,1.25525033,19.4137027,0.00150756,0.00946206,-0.9679903,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,15,24,C,X,0.2515,0.51,289.684715,2.07708782,271.744163,7.02315751,2.56E-11,1.99081905,0.12566579,7.01E-08,136.498675,29.7426573,0.51400606,7537.59586,354.366024,13589.2449,1834.22187,NA,0.53804157,11.6248597,888095.238,TypeI,1.40E-07,2.99252969,1.38926865,77.8583715,0.29925297,0.93854031,0.06145969,X,0.2744012,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,36.8311398,0.22717715,3.31867951,9.58E-09,0.20485086,584.X.15,0.02327098,0.2300057,0.02327098,1.00419995,1.10706557,10.8074512,0.00230406,0.0144612,-0.9425002,465500,3.32E-05
Photoacc,3,584,fswK,Rice,15,24,A,R,0.7318,0.488,306.955686,2.60635318,296.574345,3.96051583,6.83E-14,2.71241611,0.10134346,6.87E-10,109.339546,40.4329053,0.69875258,8353.1567,637.061682,12154.0301,1956.39685,NA,0.44348604,37.8294498,20157142.9,TypeII,7.69E-07,372.054901,22.5795928,517727.891,37.2054901,0.10590199,0.89409801,R,0.21642119,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,21.1207298,0.17709797,3.71864418,3.66E-08,17.7188688,584.R.15,2.01285691,0.8789548,2.01285691,0.33416214,4.13217606,0.36356285,0.19929276,0.99308223,0.35704049,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,15,24,B,R,0.6939,0.478,351.583123,2.85317411,335.848143,5.41806286,3.73E-13,2.90414999,0.12689957,2.76E-09,115.644214,43.3195826,0.7486395,8533.58152,600.404602,11934.7085,1969.29693,NA,0.43738592,31.3091499,20157142.9,TypeI,8.12E-07,392.745971,NA,311254.451,39.2745971,0.10140916,0.89859084,R,0.20907047,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,20.8302152,0.18713186,3.92933246,3.87E-08,18.7042674,584.R.15,2.12479782,0.92810312,2.12479782,0.30013889,3.70808046,0.32657225,0.21037602,1.04831047,0.5107515,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,15,24,C,R,0.7347,0.487,358.412203,2.67035531,335.509108,6.42844593,1.75E-12,2.66973555,0.13178301,8.11E-09,125.671289,39.8569379,0.68879883,8497.4178,683.763194,12208.5161,2235.6895,NA,0.4450015,32.5825106,20157142.9,TypeI,8.52E-07,412.105108,18.0030485,383680.811,41.2105108,0.09608952,0.90391048,R,0.21671573,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,21.1929021,0.17517175,3.67819812,4.06E-08,19.6262334,584.R.15,2.22953282,0.97382249,2.22953282,0.3055261,4.19416932,0.32953092,0.22074582,1.09998352,0.49718732,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,15,24,A,X,0.3846,0.486,166.60803,1.66579955,143.628735,4.44498088,1.28E-10,1.91957676,0.20681719,6.63E-06,74.8231262,28.4140206,0.49104485,5162.93931,627.444904,5070.84456,1041.93222,NA,0.28530572,7.41595835,485714.286,TypeII,8.54E-06,99.5883224,2.67322064,64.9459938,9.95883224,0.14725538,0.85274462,X,0.13865858,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,22.2121636,0.13088602,1.68117487,6.65E-07,7.75333945,1391.X.15,0.88077648,15.9569357,0.88077648,0.38016631,2.93843445,0.43666016,0.08720559,1.08164287,1.81238397,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,15,24,B,X,0.3295,0.477,186.043667,1.68769602,160.929102,6.64502155,1.67E-09,1.67092117,0.20738199,2.09E-05,96.3116065,24.8631125,0.42967884,5006.39196,695.875955,4864.64499,852.649058,NA,0.26406878,25.9627584,485714.286,TypeII,1.16E-05,135.233096,3.65005388,47.252319,13.5233096,0.12186284,0.87813716,X,0.12596081,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,20.5587845,0.1060041,1.36157718,9.03E-07,10.5284242,1391.X.15,1.19602507,21.6745262,1.19602507,0.25306653,3.10837045,0.2754959,0.11841832,1.46878581,3.45762006,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,15,24,C,X,0.3573,0.493,204.817215,1.60880971,185.306831,8.67767866,5.09E-09,1.33261025,0.15050421,9.76E-06,139.055535,19.9119812,0.34411448,5312.48578,655.715271,4908.33203,736.708127,NA,0.2685682,23.8435371,485714.286,TypeII,1.09E-05,126.547179,5.14977492,59.7161083,12.6547179,0.12281649,0.87718351,X,0.13240412,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,20.9090823,0.08634142,1.10901848,8.49E-07,9.85219159,1391.X.15,1.1192053,20.3665807,1.1192053,0.29638005,4.13822264,0.31924438,0.11081241,1.37444683,2.84675855,207114.286,1.48E-05
Photoacc,3,1391,fswK,Rice,15,24,A,R,0.3642,0.444,316.043857,2.32988074,296.742175,7.34967941,1.75E-11,2.22403226,0.13659018,5.52E-08,133.425301,33.2206452,0.57411188,8936.03,948.89921,7948.03618,692.199284,NA,0.3692581,469.997964,33816666.7,TypeI,5.96E-06,4839.26048,231.616585,21836.5869,483.926048,0.00702812,0.99297188,R,0.1639506,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,15.1115428,0.1041086,2.54394558,2.44E-07,198.042212,1391.R.15,22.4975217,5.85377831,22.4975217,0.01611388,3.49827023,0.01618845,2.2274774,10.7401961,28.4898301,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,15,24,B,R,0.367,0.446,301.767499,2.13878943,269.361647,9.60158272,4.52E-10,2.0199647,0.1786084,1.27E-06,133.34968,30.1723195,0.52143139,8507.64553,933.796085,8360.34376,691.651504,NA,0.39803371,376.09731,33816666.7,TypeI,4.78E-06,3878.4811,183.67178,2740.84296,387.84811,0.00553229,0.99446771,R,0.17752304,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,16.2891577,0.10192414,2.49056725,1.96E-07,158.723214,1391.R.15,18.0308981,4.69480878,18.0308981,0.02023954,3.60071727,0.02035395,1.78523744,8.60785401,22.4546431,1013566.67,7.23E-05
Photoacc,3,1391,fswK,Rice,15,24,C,R,0.397,0.463,259.290223,1.92169322,240.039667,8.48572564,4.19E-10,1.75138843,0.15080171,1.02E-06,137.056785,26.1664367,0.4522026,8891.8248,998.021679,7786.25999,864.691822,NA,0.35796748,475.489275,33816666.7,TypeI,6.02E-06,4882.55384,214.195791,16753.1618,488.255384,0.0096197,0.9903803,R,0.16573895,24.4355,6.63363664,16.2490249,5.06783333,1.38503792,3.39263617,14.6494847,0.07949442,1.94248593,2.46E-07,199.813952,1391.R.15,22.6987907,5.91270897,22.6987907,0.01742888,4.99406114,0.01748992,2.24740502,10.8362809,26.2954178,1013566.67,7.23E-05
Photoacc,3,584,fswK,Xenic,25,24,A,X,0.4414,0.511,296.608904,2.09862026,283.061838,6.08853368,4.93E-12,2.0364211,0.10567012,1.26E-08,138.999659,50.368581,0.87045874,7849.35423,467.472564,9892.70759,1332.81709,NA,0.34140109,5.57546835,888095.238,TypeI,4.01E-07,8.55620812,1.34762925,73.1397785,0.85562081,0.82922343,0.17077657,X,0.17445596,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,23.3702968,0.24411455,3.5661067,2.75E-08,0.58570734,584.X.25,0.06653614,0.65880205,0.06653614,1.42088855,1.80816753,6.63398903,0.00658774,0.0413473,-0.9063269,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,25,24,B,X,0.421,0.503,296.608904,2.09862026,283.061838,6.08853368,4.93E-12,2.0364211,0.10567012,1.26E-08,138.999659,50.368581,0.87045874,7928.7104,519.710144,10519.8663,1347.95772,NA,0.37476333,6.52497533,888095.238,TypeI,5.81E-07,12.3806599,NA,75.9279845,1.23806599,0.78307702,0.21692298,X,0.18850596,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,25.6540785,0.2679698,3.91459218,3.98E-08,0.84750667,584.X.25,0.09627644,0.95452367,0.09627644,1.15581151,1.57107255,4.37282464,0.00953232,0.05982871,-0.857889,465500,3.32E-05
Photoacc,3,584,fswK,Xenic,25,24,C,X,0.3814,0.513,321.49137,2.10401225,304.966581,7.05285893,9.45E-12,2.00900109,0.10516329,1.36E-08,151.800107,49.7758177,0.86021473,7707.60737,551.702155,10556.2581,1525.6283,NA,0.37669923,8.18538062,888095.238,TypeII,2.30E-06,49.0363336,0.92257255,81.2625855,4.90363336,0.47771494,0.52228506,X,0.1932467,14.6083333,2.52372808,6.18184606,2.3275,0.42624873,1.0440919,25.7865984,0.26618414,3.88850667,1.57E-07,3.35673704,584.X.25,0.38132408,3.77866515,0.38132408,0.58902727,1.43284269,1.00019909,0.03775486,0.2369648,-0.3786974,465500,3.32E-05
Photoacc,3,584,fswK,Rice,25,24,A,R,0.9059,0.424,285.714513,2.9653266,281.545542,1.97425573,2.08E-16,3.39957288,0.07811569,8.92E-12,82.8179163,82.4985556,1.42572189,8893.72012,566.403164,10004.5617,1660.7738,NA,0.38370155,37.4788541,20157142.9,TypeI,9.46E-07,457.585511,19.8340057,1810.69124,45.7585511,0.13736234,0.86263766,R,0.16268946,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,18.2735328,0.31263571,6.56462038,4.51E-08,21.7922076,584.R.25,2.47558668,1.081263,2.47558668,0.32490235,2.89762167,0.36593346,0.24510759,1.221379,0.34824925,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,25,24,B,R,0.8774,0.484,288.075972,2.52466606,279.857899,3.56810753,4.51E-14,2.67298132,0.09772839,5.66E-10,104.698786,65.5828218,1.1333879,8688.43984,638.607994,10798.1454,1523.61005,NA,0.40577398,29.4576347,20157142.9,TypeI,7.25E-07,350.549973,NA,1861.25851,35.0549973,0.15290611,0.84709389,R,0.19639461,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,19.3247178,0.26282882,5.51879186,3.45E-08,16.6947108,584.R.25,1.89651295,0.8286635,1.89651295,0.40632753,3.33829454,0.46263855,0.18777356,0.93568167,0.06642543,842766.667,6.02E-05
Photoacc,3,584,fswK,Rice,25,24,C,R,0.8179,0.467,316.906291,2.48279645,295.554977,6.98865619,1.15E-11,2.44443919,0.15247107,6.32E-08,120.909114,60.2547362,1.04130909,8750.02099,446.359431,10905.5803,1506.08307,NA,0.40876214,32.3478351,20157142.9,TypeI,8.06E-07,389.883629,16.4695148,844602.385,38.9883629,0.14519743,0.85480257,R,0.19089192,20.9976667,3.87106897,9.48214374,4.21383333,0.96004612,2.35162313,19.4670267,0.2432543,5.10777277,3.84E-08,18.5679502,584.R.25,2.10931224,0.92124522,2.10931224,0.34766285,3.3623249,0.38775672,0.2088428,1.04067035,0.27236869,842766.667,6.02E-05
Photoacc,3,1391,fswK,Xenic,25,24,A,X,0.4489,0.514,199.011819,2.25279091,185.652182,2.1885723,2.23E-14,2.89218872,0.13063342,3.70E-09,64.1908949,68.8579267,1.18998754,5838.80732,591.363034,4696.30219,494.182919,NA,0.24673078,8.32473193,485714.286,TypeII,5.71E-06,66.5152419,0.8744969,53.739858,6.65152419,0.34954225,0.65045775,X,0.12681962,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,19.2089541,0.27430099,3.52327869,4.45E-07,5.1784711,1391.X.25,0.58827239,10.6690987,0.58827239,0.52041949,1.63652343,0.76308188,0.05824479,0.72243146,0.60933719,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,25,24,B,X,0.5077,0.523,171.064295,1.86972715,158.378608,3.16922484,2.58E-12,2.29371736,0.16791351,2.54E-07,69.0488771,54.9620221,0.94984157,5856.95799,693.995498,4712.33107,545.83809,NA,0.24838163,6.75643178,485714.286,TypeII,4.86E-06,56.6549087,NA,63.9338456,5.66549087,0.36063371,0.63936629,X,0.12990359,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,19.3374792,0.2204105,2.83107842,3.78E-07,4.41080568,1391.X.25,0.50106589,9.08087908,0.50106589,0.70369593,2.30342928,1.01324,0.04961048,0.61533699,0.21200903,207114.286,1.48E-05
Photoacc,3,1391,fswK,Xenic,25,24,C,X,0.3684,0.524,190.684225,1.94392877,168.184807,4.0790448,1.45E-11,2.34167194,0.20274318,1.07E-06,71.8225315,56.2867212,0.97273473,5663.72687,420.140959,5085.82824,852.023265,NA,0.28684892,7.68674236,485714.286,TypeII,5.76E-06,67.1241926,1.46541439,60.6524269,6.71241926,0.33436518,0.66563482,X,0.15030884,12.8445714,0.67266771,1.77971148,1.03557143,0.21781074,0.57627304,22.3323079,0.26068094,3.34833494,4.48E-07,5.22588028,1391.X.25,0.59365806,10.7625234,0.59365806,0.43121056,1.41322186,0.62055925,0.05877803,0.72904536,0.97895049,207114.286,1.48E-05
